Experiment Date: 15 April 2024 Time: 2:20 plus																			
Start of Data Logging																			
Line Break																			
																			
Start of Data Logging																			
Line Break	Internal_Air_Temp(degree celsius)																		
Internal_Air_Temp(degree celsius)	31.56	-127	   |Temp_substrate(degree celsius)	-127	27.75	27.69	   |Moisture (AnalogRead)	461	328	446	   |Actual pH	6.86	   |Methane(ppm)	36.34	   |DHT22(%)	63.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.62	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.81	   |Moisture (AnalogRead)	462	329	446	   |Actual pH	-9.81	   |Methane(ppm)	37.09	   |DHT22(%)	63.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.5	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.87	   |Moisture (AnalogRead)	462	328	446	   |Actual pH	-7.23	   |Methane(ppm)	36.71	   |DHT22(%)	64.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.62	-127	   |Temp_substrate(degree celsius)	-127	28	27.87	   |Moisture (AnalogRead)	462	328	446	   |Actual pH	-6.33	   |Methane(ppm)	37.85	   |DHT22(%)	64.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.69	-127	   |Temp_substrate(degree celsius)	-127	28.06	28	   |Moisture (AnalogRead)	462	329	446	   |Actual pH	-10.62	   |Methane(ppm)	37.85	   |DHT22(%)	65.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.62	-127	   |Temp_substrate(degree celsius)	-127	28.06	28.12	   |Moisture (AnalogRead)	463	329	447	   |Actual pH	2.53	   |Methane(ppm)	36.34	   |DHT22(%)	66.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.56	-127	   |Temp_substrate(degree celsius)	-127	28.12	28.06	   |Moisture (AnalogRead)	464	330	448	   |Actual pH	-11.56	   |Methane(ppm)	36.34	   |DHT22(%)	64.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.5	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.94	   |Moisture (AnalogRead)	465	329	449	   |Actual pH	-10.86	   |Methane(ppm)	35.97	   |DHT22(%)	64	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.44	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.94	   |Moisture (AnalogRead)	467	329	448	   |Actual pH	-5.63	   |Methane(ppm)	34.16	   |DHT22(%)	63.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.56	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.87	   |Moisture (AnalogRead)	468	329	449	   |Actual pH	2.88	   |Methane(ppm)	34.88	   |DHT22(%)	61.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.5	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.87	   |Moisture (AnalogRead)	467	327	448	   |Actual pH	5.43	   |Methane(ppm)	34.16	   |DHT22(%)	62.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.56	-127	   |Temp_substrate(degree celsius)	-127	27.81	27.81	   |Moisture (AnalogRead)	470	329	450	   |Actual pH	-9.22	   |Methane(ppm)	34.52	   |DHT22(%)	61.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.56	-127	   |Temp_substrate(degree celsius)	-127	27.81	27.87	   |Moisture (AnalogRead)	469	327	448	   |Actual pH	4.91	   |Methane(ppm)	35.6	   |DHT22(%)	61.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.62	-127	   |Temp_substrate(degree celsius)	-127	27.94	28	   |Moisture (AnalogRead)	467	329	449	   |Actual pH	-9.05	   |Methane(ppm)	37.09	   |DHT22(%)	62.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.31	-127	   |Temp_substrate(degree celsius)	-127	28	27.94	   |Moisture (AnalogRead)	466	327	447	   |Actual pH	7.14	   |Methane(ppm)	36.34	   |DHT22(%)	65.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.19	-127	   |Temp_substrate(degree celsius)	-127	28	27.94	   |Moisture (AnalogRead)	466	327	447	   |Actual pH	7.7	   |Methane(ppm)	37.09	   |DHT22(%)	65.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.06	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.87	   |Moisture (AnalogRead)	468	329	450	   |Actual pH	-6.92	   |Methane(ppm)	37.09	   |DHT22(%)	65.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.87	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.81	   |Moisture (AnalogRead)	468	328	448	   |Actual pH	1.59	   |Methane(ppm)	37.85	   |DHT22(%)	65.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.87	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.81	   |Moisture (AnalogRead)	465	327	447	   |Actual pH	0.2	   |Methane(ppm)	37.09	   |DHT22(%)	66.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.87	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.87	   |Moisture (AnalogRead)	465	328	448	   |Actual pH	-9.81	   |Methane(ppm)	36.71	   |DHT22(%)	67.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.87	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.81	   |Moisture (AnalogRead)	467	329	449	   |Actual pH	-11.59	   |Methane(ppm)	36.71	   |DHT22(%)	66.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.75	-127	   |Temp_substrate(degree celsius)	-127	27.81	27.75	   |Moisture (AnalogRead)	467	329	448	   |Actual pH	2.88	   |Methane(ppm)	36.34	   |DHT22(%)	66.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.69	-127	   |Temp_substrate(degree celsius)	-127	27.75	27.69	   |Moisture (AnalogRead)	468	328	450	   |Actual pH	-11.28	   |Methane(ppm)	36.34	   |DHT22(%)	66	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.62	-127	   |Temp_substrate(degree celsius)	-127	27.69	27.56	   |Moisture (AnalogRead)	468	329	449	   |Actual pH	-10.76	   |Methane(ppm)	36.34	   |DHT22(%)	65.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.62	-127	   |Temp_substrate(degree celsius)	-127	27.69	27.62	   |Moisture (AnalogRead)	466	328	449	   |Actual pH	2.15	   |Methane(ppm)	35.97	   |DHT22(%)	65.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.44	-127	   |Temp_substrate(degree celsius)	-127	27.62	27.56	   |Moisture (AnalogRead)	465	328	449	   |Actual pH	-9.33	   |Methane(ppm)	36.71	   |DHT22(%)	66.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.44	-127	   |Temp_substrate(degree celsius)	-127	27.62	27.56	   |Moisture (AnalogRead)	464	328	448	   |Actual pH	-8.7	   |Methane(ppm)	36.34	   |DHT22(%)	67.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.31	-127	   |Temp_substrate(degree celsius)	-127	27.62	27.5	   |Moisture (AnalogRead)	463	327	447	   |Actual pH	1.87	   |Methane(ppm)	36.34	   |DHT22(%)	67.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.25	-127	   |Temp_substrate(degree celsius)	-127	27.62	27.5	   |Moisture (AnalogRead)	462	327	448	   |Actual pH	6.79	   |Methane(ppm)	37.09	   |DHT22(%)	68.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.12	-127	   |Temp_substrate(degree celsius)	-127	27.62	27.5	   |Moisture (AnalogRead)	461	328	448	   |Actual pH	-8.56	   |Methane(ppm)	37.46	   |DHT22(%)	69.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30	-127	   |Temp_substrate(degree celsius)	-127	27.62	27.44	   |Moisture (AnalogRead)	460	327	446	   |Actual pH	2.64	   |Methane(ppm)	37.46	   |DHT22(%)	70.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.94	-127	   |Temp_substrate(degree celsius)	-127	27.56	27.37	   |Moisture (AnalogRead)	460	327	447	   |Actual pH	6.76	   |Methane(ppm)	37.09	   |DHT22(%)	71	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.94	-127	   |Temp_substrate(degree celsius)	-127	27.56	27.37	   |Moisture (AnalogRead)	461	327	447	   |Actual pH	7.07	   |Methane(ppm)	35.97	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.87	-127	   |Temp_substrate(degree celsius)	-127	27.44	27.31	   |Moisture (AnalogRead)	462	328	448	   |Actual pH	6.72	   |Methane(ppm)	35.24	   |DHT22(%)	69.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.81	-127	   |Temp_substrate(degree celsius)	-127	27.31	27.12	   |Moisture (AnalogRead)	463	327	447	   |Actual pH	6.37	   |Methane(ppm)	35.24	   |DHT22(%)	67.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	27.31	27.19	   |Moisture (AnalogRead)	464	329	448	   |Actual pH	3.41	   |Methane(ppm)	34.88	   |DHT22(%)	68.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	27.19	27.12	   |Moisture (AnalogRead)	463	328	448	   |Actual pH	-7.48	   |Methane(ppm)	35.6	   |DHT22(%)	68.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	27.25	27.06	   |Moisture (AnalogRead)	461	327	447	   |Actual pH	7.77	   |Methane(ppm)	35.24	   |DHT22(%)	69.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	27.19	27	   |Moisture (AnalogRead)	463	330	450	   |Actual pH	-10.79	   |Methane(ppm)	35.24	   |DHT22(%)	69.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	27.12	27	   |Moisture (AnalogRead)	462	329	449	   |Actual pH	-8.84	   |Methane(ppm)	34.88	   |DHT22(%)	68.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.5	-127	   |Temp_substrate(degree celsius)	-127	27.06	26.94	   |Moisture (AnalogRead)	462	329	449	   |Actual pH	-10.51	   |Methane(ppm)	34.88	   |DHT22(%)	69.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	27.06	26.94	   |Moisture (AnalogRead)	461	328	448	   |Actual pH	-10.2	   |Methane(ppm)	34.88	   |DHT22(%)	69.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	27.12	26.87	   |Moisture (AnalogRead)	462	329	450	   |Actual pH	-11.94	   |Methane(ppm)	35.6	   |DHT22(%)	70	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	462	329	449	   |Actual pH	-10.72	   |Methane(ppm)	36.71	   |DHT22(%)	70.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	461	329	448	   |Actual pH	-11.35	   |Methane(ppm)	35.24	   |DHT22(%)	70.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	27.06	26.81	   |Moisture (AnalogRead)	459	327	447	   |Actual pH	4.77	   |Methane(ppm)	35.24	   |DHT22(%)	70.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.37	-127	   |Temp_substrate(degree celsius)	-127	27.06	26.87	   |Moisture (AnalogRead)	459	327	447	   |Actual pH	-5.98	   |Methane(ppm)	35.6	   |DHT22(%)	70.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	459	328	448	   |Actual pH	-7.23	   |Methane(ppm)	35.6	   |DHT22(%)	71	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	459	329	448	   |Actual pH	-4.06	   |Methane(ppm)	35.6	   |DHT22(%)	71.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	458	329	448	   |Actual pH	-11.98	   |Methane(ppm)	36.34	   |DHT22(%)	71.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	458	329	448	   |Actual pH	-12.22	   |Methane(ppm)	35.97	   |DHT22(%)	71.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	456	328	447	   |Actual pH	-9.88	   |Methane(ppm)	36.34	   |DHT22(%)	72	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.87	   |Moisture (AnalogRead)	457	328	447	   |Actual pH	-6.78	   |Methane(ppm)	35.97	   |DHT22(%)	72.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	455	327	446	   |Actual pH	4.03	   |Methane(ppm)	36.34	   |DHT22(%)	72.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	456	328	446	   |Actual pH	-8	   |Methane(ppm)	36.71	   |DHT22(%)	72.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.87	   |Moisture (AnalogRead)	455	328	447	   |Actual pH	-9.47	   |Methane(ppm)	36.34	   |DHT22(%)	72.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	455	328	446	   |Actual pH	4.14	   |Methane(ppm)	36.71	   |DHT22(%)	73.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	454	328	446	   |Actual pH	-7.09	   |Methane(ppm)	36.34	   |DHT22(%)	73.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	453	327	445	   |Actual pH	-3.88	   |Methane(ppm)	37.09	   |DHT22(%)	73.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	453	327	445	   |Actual pH	6.51	   |Methane(ppm)	36.71	   |DHT22(%)	74	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	452	327	445	   |Actual pH	2.74	   |Methane(ppm)	36.71	   |DHT22(%)	73.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	452	327	444	   |Actual pH	6.2	   |Methane(ppm)	37.09	   |DHT22(%)	73.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.87	   |Moisture (AnalogRead)	454	328	446	   |Actual pH	2.74	   |Methane(ppm)	36.71	   |DHT22(%)	73.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27	26.87	   |Moisture (AnalogRead)	454	329	446	   |Actual pH	-10.51	   |Methane(ppm)	36.71	   |DHT22(%)	73.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	454	328	446	   |Actual pH	-10.72	   |Methane(ppm)	36.34	   |DHT22(%)	73.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	453	327	445	   |Actual pH	4.03	   |Methane(ppm)	36.34	   |DHT22(%)	73.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	453	326	444	   |Actual pH	5.99	   |Methane(ppm)	36.71	   |DHT22(%)	73.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.81	   |Moisture (AnalogRead)	453	327	445	   |Actual pH	6.48	   |Methane(ppm)	35.97	   |DHT22(%)	73.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	453	327	445	   |Actual pH	6.83	   |Methane(ppm)	36.71	   |DHT22(%)	73.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.75	   |Moisture (AnalogRead)	453	328	445	   |Actual pH	-9.5	   |Methane(ppm)	36.71	   |DHT22(%)	73.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.75	   |Moisture (AnalogRead)	453	328	446	   |Actual pH	-10.02	   |Methane(ppm)	36.71	   |DHT22(%)	73.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.75	   |Moisture (AnalogRead)	452	327	445	   |Actual pH	5.4	   |Methane(ppm)	36.34	   |DHT22(%)	74	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.94	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	452	327	445	   |Actual pH	3.83	   |Methane(ppm)	37.09	   |DHT22(%)	74.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.94	-127	   |Temp_substrate(degree celsius)	-127	27	26.75	   |Moisture (AnalogRead)	453	328	446	   |Actual pH	-12.43	   |Methane(ppm)	37.09	   |DHT22(%)	74.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.87	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.75	   |Moisture (AnalogRead)	452	327	444	   |Actual pH	4.73	   |Methane(ppm)	37.09	   |DHT22(%)	74.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.94	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	452	328	446	   |Actual pH	-12.67	   |Methane(ppm)	36.34	   |DHT22(%)	75	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.94	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	451	328	445	   |Actual pH	-8.14	   |Methane(ppm)	37.09	   |DHT22(%)	75.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.87	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	451	329	446	   |Actual pH	-12.33	   |Methane(ppm)	37.46	   |DHT22(%)	75.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.87	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.87	   |Moisture (AnalogRead)	452	329	446	   |Actual pH	-12.78	   |Methane(ppm)	37.46	   |DHT22(%)	75.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.87	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	451	328	445	   |Actual pH	-11.21	   |Methane(ppm)	37.46	   |DHT22(%)	75.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	451	328	445	   |Actual pH	-11.87	   |Methane(ppm)	37.09	   |DHT22(%)	76	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	27	26.81	   |Moisture (AnalogRead)	450	327	444	   |Actual pH	3.44	   |Methane(ppm)	37.09	   |DHT22(%)	76.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	451	328	445	   |Actual pH	-11.42	   |Methane(ppm)	37.09	   |DHT22(%)	75.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.75	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.69	   |Moisture (AnalogRead)	450	327	444	   |Actual pH	-7.48	   |Methane(ppm)	36.71	   |DHT22(%)	75.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.75	   |Moisture (AnalogRead)	450	327	444	   |Actual pH	4	   |Methane(ppm)	37.09	   |DHT22(%)	75.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.75	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.81	   |Moisture (AnalogRead)	451	328	445	   |Actual pH	-12.36	   |Methane(ppm)	36.34	   |DHT22(%)	75.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.75	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.69	   |Moisture (AnalogRead)	450	328	444	   |Actual pH	3.65	   |Methane(ppm)	37.09	   |DHT22(%)	75.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.69	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	451	328	444	   |Actual pH	-6.29	   |Methane(ppm)	37.85	   |DHT22(%)	75.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.69	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.69	   |Moisture (AnalogRead)	450	327	444	   |Actual pH	4.14	   |Methane(ppm)	36.71	   |DHT22(%)	75.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.75	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	450	327	444	   |Actual pH	-10.37	   |Methane(ppm)	37.09	   |DHT22(%)	75.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.69	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	449	327	444	   |Actual pH	-8.63	   |Methane(ppm)	36.71	   |DHT22(%)	76.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.62	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	449	327	443	   |Actual pH	-10.44	   |Methane(ppm)	37.46	   |DHT22(%)	76.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.62	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	449	327	442	   |Actual pH	-7.55	   |Methane(ppm)	37.85	   |DHT22(%)	76.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.62	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.75	   |Moisture (AnalogRead)	448	327	443	   |Actual pH	-7.72	   |Methane(ppm)	37.85	   |DHT22(%)	77.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.94	26.69	   |Moisture (AnalogRead)	447	327	442	   |Actual pH	-8.28	   |Methane(ppm)	37.46	   |DHT22(%)	77.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	448	326	441	   |Actual pH	-1.51	   |Methane(ppm)	37.09	   |DHT22(%)	77.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.87	26.75	   |Moisture (AnalogRead)	449	328	444	   |Actual pH	-10.62	   |Methane(ppm)	36.34	   |DHT22(%)	77	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.81	26.69	   |Moisture (AnalogRead)	447	325	441	   |Actual pH	8.74	   |Methane(ppm)	37.09	   |DHT22(%)	76.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.81	26.69	   |Moisture (AnalogRead)	449	327	443	   |Actual pH	-9.57	   |Methane(ppm)	37.09	   |DHT22(%)	76.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.81	26.69	   |Moisture (AnalogRead)	449	327	443	   |Actual pH	-0.57	   |Methane(ppm)	38.23	   |DHT22(%)	76.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.81	26.69	   |Moisture (AnalogRead)	449	327	443	   |Actual pH	-8.17	   |Methane(ppm)	36.34	   |DHT22(%)	76.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	26.75	26.62	   |Moisture (AnalogRead)	449	327	443	   |Actual pH	7.28	   |Methane(ppm)	36.34	   |DHT22(%)	75.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.62	-127	   |Temp_substrate(degree celsius)	-127	26.75	26.56	   |Moisture (AnalogRead)	449	327	443	   |Actual pH	8.12	   |Methane(ppm)	36.34	   |DHT22(%)	75.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.62	-127	   |Temp_substrate(degree celsius)	-127	26.75	26.62	   |Moisture (AnalogRead)	449	326	442	   |Actual pH	7.35	   |Methane(ppm)	36.34	   |DHT22(%)	75.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.69	-127	   |Temp_substrate(degree celsius)	-127	26.75	26.56	   |Moisture (AnalogRead)	451	328	445	   |Actual pH	-9.85	   |Methane(ppm)	35.6	   |DHT22(%)	75	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.69	-127	   |Temp_substrate(degree celsius)	-127	26.75	26.62	   |Moisture (AnalogRead)	449	326	443	   |Actual pH	0.37	   |Methane(ppm)	35.97	   |DHT22(%)	74.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	26.81	26.62	   |Moisture (AnalogRead)	451	328	444	   |Actual pH	-10.51	   |Methane(ppm)	35.6	   |DHT22(%)	75	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.87	-127	   |Temp_substrate(degree celsius)	-127	26.75	26.62	   |Moisture (AnalogRead)	452	329	445	   |Actual pH	-7.93	   |Methane(ppm)	37.09	   |DHT22(%)	74.2	   |Fan Level	0	   |
