Experiment Date: 15 April 2024 Time: 2:20 plus																			
Start of Data Logging																			
Line Break																			
																			
Start of Data Logging																			
Line Break	Internal_Air_Temp(degree celsius)																		
Internal_Air_Temp(degree celsius)	31.25	-127	   |Temp_substrate(degree celsius)	-127	28.87	28.56	   |Moisture (AnalogRead)	565	353	552	   |Actual pH	1.49	   |Methane(ppm)	38.23	   |DHT22(%)	62.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.25	-127	   |Temp_substrate(degree celsius)	-127	28.81	28.56	   |Moisture (AnalogRead)	567	355	553	   |Actual pH	-5.59	   |Methane(ppm)	34.88	   |DHT22(%)	62.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.19	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.56	   |Moisture (AnalogRead)	570	357	555	   |Actual pH	-6.67	   |Methane(ppm)	35.6	   |DHT22(%)	58.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	31.06	-127	   |Temp_substrate(degree celsius)	-127	28.75	28.56	   |Moisture (AnalogRead)	567	356	555	   |Actual pH	-6.85	   |Methane(ppm)	36.71	   |DHT22(%)	59.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.94	-127	   |Temp_substrate(degree celsius)	-127	28.75	28.56	   |Moisture (AnalogRead)	568	359	557	   |Actual pH	-9.64	   |Methane(ppm)	36.71	   |DHT22(%)	62	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.81	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.44	   |Moisture (AnalogRead)	567	355	556	   |Actual pH	-5.24	   |Methane(ppm)	36.34	   |DHT22(%)	61.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.81	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.44	   |Moisture (AnalogRead)	568	363	558	   |Actual pH	2.67	   |Methane(ppm)	36.34	   |DHT22(%)	61.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.75	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.5	   |Moisture (AnalogRead)	565	363	557	   |Actual pH	-8.17	   |Methane(ppm)	37.85	   |DHT22(%)	62.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.69	-127	   |Temp_substrate(degree celsius)	-127	28.62	28.44	   |Moisture (AnalogRead)	565	365	557	   |Actual pH	-7.83	   |Methane(ppm)	38.62	   |DHT22(%)	63.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.62	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.44	   |Moisture (AnalogRead)	562	363	554	   |Actual pH	-3.92	   |Methane(ppm)	38.23	   |DHT22(%)	64.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.56	-127	   |Temp_substrate(degree celsius)	-127	28.62	28.37	   |Moisture (AnalogRead)	561	364	554	   |Actual pH	-7.3	   |Methane(ppm)	37.46	   |DHT22(%)	65	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.5	-127	   |Temp_substrate(degree celsius)	-127	28.56	28.37	   |Moisture (AnalogRead)	563	365	556	   |Actual pH	-7.48	   |Methane(ppm)	38.23	   |DHT22(%)	64.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.44	-127	   |Temp_substrate(degree celsius)	-127	28.62	28.31	   |Moisture (AnalogRead)	563	364	556	   |Actual pH	-7.97	   |Methane(ppm)	37.46	   |DHT22(%)	64.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.37	-127	   |Temp_substrate(degree celsius)	-127	28.56	28.31	   |Moisture (AnalogRead)	560	365	554	   |Actual pH	-8.45	   |Methane(ppm)	37.85	   |DHT22(%)	64.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.31	-127	   |Temp_substrate(degree celsius)	-127	28.62	28.31	   |Moisture (AnalogRead)	558	365	552	   |Actual pH	5.4	   |Methane(ppm)	37.85	   |DHT22(%)	65.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.31	-127	   |Temp_substrate(degree celsius)	-127	28.56	28.31	   |Moisture (AnalogRead)	556	366	551	   |Actual pH	6.16	   |Methane(ppm)	38.23	   |DHT22(%)	66.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.25	-127	   |Temp_substrate(degree celsius)	-127	28.62	28.31	   |Moisture (AnalogRead)	555	366	550	   |Actual pH	4.8	   |Methane(ppm)	38.62	   |DHT22(%)	67.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.25	-127	   |Temp_substrate(degree celsius)	-127	28.5	28.31	   |Moisture (AnalogRead)	556	366	551	   |Actual pH	-6.81	   |Methane(ppm)	39.4	   |DHT22(%)	67.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.19	-127	   |Temp_substrate(degree celsius)	-127	28.5	28.19	   |Moisture (AnalogRead)	554	364	548	   |Actual pH	-5.21	   |Methane(ppm)	36.34	   |DHT22(%)	67.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.12	-127	   |Temp_substrate(degree celsius)	-127	28.37	28.12	   |Moisture (AnalogRead)	558	363	550	   |Actual pH	-8.66	   |Methane(ppm)	35.6	   |DHT22(%)	66.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.06	-127	   |Temp_substrate(degree celsius)	-127	28.19	27.94	   |Moisture (AnalogRead)	563	363	552	   |Actual pH	6.37	   |Methane(ppm)	34.16	   |DHT22(%)	63.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.06	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.81	   |Moisture (AnalogRead)	565	367	554	   |Actual pH	7.07	   |Methane(ppm)	34.16	   |DHT22(%)	61.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	567	369	556	   |Actual pH	-10.23	   |Methane(ppm)	34.88	   |DHT22(%)	61.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.94	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	566	368	556	   |Actual pH	3.23	   |Methane(ppm)	35.24	   |DHT22(%)	61.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.94	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.75	   |Moisture (AnalogRead)	563	357	555	   |Actual pH	4.17	   |Methane(ppm)	35.24	   |DHT22(%)	63.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.87	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.75	   |Moisture (AnalogRead)	563	358	555	   |Actual pH	-2.45	   |Methane(ppm)	35.97	   |DHT22(%)	64	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.81	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.75	   |Moisture (AnalogRead)	561	356	553	   |Actual pH	5.81	   |Methane(ppm)	36.34	   |DHT22(%)	64.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.81	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.81	   |Moisture (AnalogRead)	560	356	553	   |Actual pH	5.19	   |Methane(ppm)	36.71	   |DHT22(%)	65.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.81	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	560	356	554	   |Actual pH	-11.35	   |Methane(ppm)	36.71	   |DHT22(%)	66.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.75	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.75	   |Moisture (AnalogRead)	558	355	553	   |Actual pH	2.53	   |Methane(ppm)	36.71	   |DHT22(%)	66.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.75	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	558	355	552	   |Actual pH	-9.33	   |Methane(ppm)	37.09	   |DHT22(%)	66.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.75	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.75	   |Moisture (AnalogRead)	554	356	549	   |Actual pH	2.29	   |Methane(ppm)	36.71	   |DHT22(%)	67.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.75	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	553	353	549	   |Actual pH	4.87	   |Methane(ppm)	37.09	   |DHT22(%)	67.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.75	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	552	354	548	   |Actual pH	5.08	   |Methane(ppm)	37.09	   |DHT22(%)	68	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	552	355	549	   |Actual pH	-12.01	   |Methane(ppm)	37.46	   |DHT22(%)	68.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	550	354	547	   |Actual pH	2.64	   |Methane(ppm)	38.23	   |DHT22(%)	68.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	549	354	545	   |Actual pH	3.93	   |Methane(ppm)	37.85	   |DHT22(%)	69	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	547	354	544	   |Actual pH	-10.34	   |Methane(ppm)	37.85	   |DHT22(%)	69.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	546	353	542	   |Actual pH	-2.42	   |Methane(ppm)	37.46	   |DHT22(%)	69.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	547	354	543	   |Actual pH	-12.33	   |Methane(ppm)	37.46	   |DHT22(%)	69.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	546	354	543	   |Actual pH	-4.09	   |Methane(ppm)	39.01	   |DHT22(%)	69.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	546	354	542	   |Actual pH	-11.56	   |Methane(ppm)	37.85	   |DHT22(%)	69.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.19	27.87	   |Moisture (AnalogRead)	546	354	542	   |Actual pH	-12.53	   |Methane(ppm)	37.09	   |DHT22(%)	69.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	28.19	27.87	   |Moisture (AnalogRead)	543	352	538	   |Actual pH	1.17	   |Methane(ppm)	37.09	   |DHT22(%)	69.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	545	354	540	   |Actual pH	-12.92	   |Methane(ppm)	37.85	   |DHT22(%)	69.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	542	352	536	   |Actual pH	3.65	   |Methane(ppm)	37.46	   |DHT22(%)	69.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	544	354	539	   |Actual pH	-9.01	   |Methane(ppm)	37.46	   |DHT22(%)	69.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.94	   |Moisture (AnalogRead)	541	353	535	   |Actual pH	2.71	   |Methane(ppm)	37.46	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	542	350	536	   |Actual pH	-9.74	   |Methane(ppm)	37.85	   |DHT22(%)	70	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	540	349	535	   |Actual pH	3.97	   |Methane(ppm)	37.85	   |DHT22(%)	70.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	540	353	534	   |Actual pH	5.01	   |Methane(ppm)	37.85	   |DHT22(%)	70.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.5	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	540	351	534	   |Actual pH	-9.22	   |Methane(ppm)	37.85	   |DHT22(%)	70.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.5	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	540	351	534	   |Actual pH	3.79	   |Methane(ppm)	37.85	   |DHT22(%)	70	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.5	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	542	353	535	   |Actual pH	-11.91	   |Methane(ppm)	37.85	   |DHT22(%)	70	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.5	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	539	350	532	   |Actual pH	2.08	   |Methane(ppm)	37.46	   |DHT22(%)	70	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	539	351	532	   |Actual pH	5.26	   |Methane(ppm)	37.46	   |DHT22(%)	70.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.87	   |Moisture (AnalogRead)	538	352	532	   |Actual pH	-8.7	   |Methane(ppm)	37.85	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28	27.87	   |Moisture (AnalogRead)	537	352	531	   |Actual pH	-9.19	   |Methane(ppm)	37.85	   |DHT22(%)	70.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	536	352	530	   |Actual pH	4.21	   |Methane(ppm)	38.23	   |DHT22(%)	70.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.37	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	537	353	531	   |Actual pH	-11.91	   |Methane(ppm)	37.85	   |DHT22(%)	71.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.37	-127	   |Temp_substrate(degree celsius)	-127	28	27.87	   |Moisture (AnalogRead)	536	353	530	   |Actual pH	1.87	   |Methane(ppm)	38.23	   |DHT22(%)	71.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.37	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	533	352	527	   |Actual pH	5.47	   |Methane(ppm)	37.85	   |DHT22(%)	71.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	534	353	528	   |Actual pH	1.59	   |Methane(ppm)	38.23	   |DHT22(%)	71.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	28	27.81	   |Moisture (AnalogRead)	531	352	526	   |Actual pH	4.87	   |Methane(ppm)	38.23	   |DHT22(%)	71.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	28	27.81	   |Moisture (AnalogRead)	531	352	525	   |Actual pH	-0.71	   |Methane(ppm)	37.85	   |DHT22(%)	71.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	28	27.81	   |Moisture (AnalogRead)	531	353	525	   |Actual pH	5.26	   |Methane(ppm)	38.23	   |DHT22(%)	71.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	28	27.75	   |Moisture (AnalogRead)	533	354	526	   |Actual pH	1.49	   |Methane(ppm)	38.62	   |DHT22(%)	71.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	28	27.75	   |Moisture (AnalogRead)	531	354	524	   |Actual pH	4.07	   |Methane(ppm)	37.85	   |DHT22(%)	71.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	28	27.75	   |Moisture (AnalogRead)	531	353	524	   |Actual pH	-9.19	   |Methane(ppm)	37.85	   |DHT22(%)	71.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	28	27.81	   |Moisture (AnalogRead)	531	354	525	   |Actual pH	-5.35	   |Methane(ppm)	38.23	   |DHT22(%)	71.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	28	27.75	   |Moisture (AnalogRead)	530	353	524	   |Actual pH	1.45	   |Methane(ppm)	38.23	   |DHT22(%)	72	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.81	   |Moisture (AnalogRead)	529	352	522	   |Actual pH	4.56	   |Methane(ppm)	38.23	   |DHT22(%)	72.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.81	   |Moisture (AnalogRead)	529	353	522	   |Actual pH	-11.45	   |Methane(ppm)	37.85	   |DHT22(%)	72	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.75	   |Moisture (AnalogRead)	528	354	522	   |Actual pH	-9.71	   |Methane(ppm)	37.85	   |DHT22(%)	72.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.75	   |Moisture (AnalogRead)	527	353	520	   |Actual pH	-9.01	   |Methane(ppm)	37.85	   |DHT22(%)	72.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	526	354	520	   |Actual pH	1.38	   |Methane(ppm)	38.23	   |DHT22(%)	72.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	524	352	517	   |Actual pH	-1.3	   |Methane(ppm)	37.85	   |DHT22(%)	73	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.75	   |Moisture (AnalogRead)	523	353	517	   |Actual pH	5.08	   |Methane(ppm)	38.23	   |DHT22(%)	73	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	523	353	517	   |Actual pH	0.48	   |Methane(ppm)	39.4	   |DHT22(%)	73.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	521	352	514	   |Actual pH	4.77	   |Methane(ppm)	38.62	   |DHT22(%)	73.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.69	   |Moisture (AnalogRead)	520	353	514	   |Actual pH	4.94	   |Methane(ppm)	38.62	   |DHT22(%)	73.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.75	   |Moisture (AnalogRead)	522	354	515	   |Actual pH	-11.07	   |Methane(ppm)	38.62	   |DHT22(%)	73	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.75	   |Moisture (AnalogRead)	522	353	515	   |Actual pH	-13.16	   |Methane(ppm)	37.46	   |DHT22(%)	72.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.75	   |Moisture (AnalogRead)	522	352	515	   |Actual pH	-3.81	   |Methane(ppm)	37.85	   |DHT22(%)	72.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.75	   |Moisture (AnalogRead)	524	353	516	   |Actual pH	-10.3	   |Methane(ppm)	38.23	   |DHT22(%)	72.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	522	350	514	   |Actual pH	4.56	   |Methane(ppm)	38.23	   |DHT22(%)	72.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.69	   |Moisture (AnalogRead)	524	350	515	   |Actual pH	3.83	   |Methane(ppm)	38.23	   |DHT22(%)	72.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	525	350	516	   |Actual pH	1.94	   |Methane(ppm)	37.46	   |DHT22(%)	72	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.19	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	526	349	517	   |Actual pH	-5.31	   |Methane(ppm)	37.85	   |DHT22(%)	71.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.75	   |Moisture (AnalogRead)	526	348	516	   |Actual pH	-9.88	   |Methane(ppm)	37.85	   |DHT22(%)	71.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.87	   |Moisture (AnalogRead)	525	348	516	   |Actual pH	-1.69	   |Methane(ppm)	38.23	   |DHT22(%)	72.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28	27.87	   |Moisture (AnalogRead)	525	349	516	   |Actual pH	-0.47	   |Methane(ppm)	39.4	   |DHT22(%)	72.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	525	348	515	   |Actual pH	-9.92	   |Methane(ppm)	38.62	   |DHT22(%)	72.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.62	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.94	   |Moisture (AnalogRead)	524	346	514	   |Actual pH	5.81	   |Methane(ppm)	38.23	   |DHT22(%)	72	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.69	-127	   |Temp_substrate(degree celsius)	-127	28.19	27.94	   |Moisture (AnalogRead)	527	347	517	   |Actual pH	1.42	   |Methane(ppm)	38.23	   |DHT22(%)	71.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.75	-127	   |Temp_substrate(degree celsius)	-127	28.19	28	   |Moisture (AnalogRead)	530	349	519	   |Actual pH	-6.78	   |Methane(ppm)	40.2	   |DHT22(%)	70.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.81	-127	   |Temp_substrate(degree celsius)	-127	28.19	28.12	   |Moisture (AnalogRead)	529	347	517	   |Actual pH	2.74	   |Methane(ppm)	37.85	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.87	-127	   |Temp_substrate(degree celsius)	-127	28.31	28.12	   |Moisture (AnalogRead)	532	346	520	   |Actual pH	-10.48	   |Methane(ppm)	38.23	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30	-127	   |Temp_substrate(degree celsius)	-127	28.31	28.19	   |Moisture (AnalogRead)	534	349	522	   |Actual pH	-12.01	   |Methane(ppm)	39.4	   |DHT22(%)	70.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.12	-127	   |Temp_substrate(degree celsius)	-127	28.44	28.25	   |Moisture (AnalogRead)	535	348	521	   |Actual pH	-11.94	   |Methane(ppm)	38.62	   |DHT22(%)	69.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.25	-127	   |Temp_substrate(degree celsius)	-127	28.44	28.25	   |Moisture (AnalogRead)	536	348	521	   |Actual pH	4.07	   |Methane(ppm)	39.01	   |DHT22(%)	69.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.37	-127	   |Temp_substrate(degree celsius)	-127	28.5	28.31	   |Moisture (AnalogRead)	540	350	524	   |Actual pH	-11.56	   |Methane(ppm)	38.23	   |DHT22(%)	69.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.44	-127	   |Temp_substrate(degree celsius)	-127	28.56	28.37	   |Moisture (AnalogRead)	544	350	527	   |Actual pH	-4.09	   |Methane(ppm)	38.23	   |DHT22(%)	67.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.56	-127	   |Temp_substrate(degree celsius)	-127	28.56	28.37	   |Moisture (AnalogRead)	548	351	530	   |Actual pH	-10.48	   |Methane(ppm)	37.46	   |DHT22(%)	67.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.56	-127	   |Temp_substrate(degree celsius)	-127	28.56	28.37	   |Moisture (AnalogRead)	548	349	530	   |Actual pH	6.23	   |Methane(ppm)	37.85	   |DHT22(%)	65.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.62	-127	   |Temp_substrate(degree celsius)	-127	28.62	28.44	   |Moisture (AnalogRead)	551	351	534	   |Actual pH	3.41	   |Methane(ppm)	37.85	   |DHT22(%)	65.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.69	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.5	   |Moisture (AnalogRead)	554	351	537	   |Actual pH	-11.77	   |Methane(ppm)	38.23	   |DHT22(%)	65.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	30.75	-127	   |Temp_substrate(degree celsius)	-127	28.69	28.5	   |Moisture (AnalogRead)	555	350	539	   |Actual pH	3.9	   |Methane(ppm)	38.23	   |DHT22(%)	65.8	   |Fan Level	0	   |
